name,cultures,taxid,sci_name,chromosome_numbers,genome_size,genome_gc_content,gene_counts,protein_coding_genes
Polynucleobacter duraquae,['830'],1835254,Polynucleobacter duraquae,1,2026292,915076,2105,2043

Paraburkholderia sabiae,['830'],273251,Paraburkholderia sabiae,4,9909294,6149594,8934,8609

Halorubrum tibetense,"['J306', 'J167', '371']",337243,Halorubrum ezzemoulense,3,3726301,2475770,3748,3542

Streptomyces chromofuscus,"['J42', '84', '65']",42881,Streptomyces chromofuscus,1,7483282,5359045,6801,6406

Plesiomonas shigelloides,['830'],703,Plesiomonas shigelloides,3,3860786,1996755,3456,3260

Basfia succiniciproducens,"['535', '693']",653940,Basfia succiniciproducens,1,2253194,956310,2099,2001

Thermococcus aggregans,"['J161', '760', 'J280']",110163,Thermococcus aggregans,1,1889207,818814,2083,2001

Kocuria uropygialis,['92'],446860,Kocuria flava,5,3638342,2689747,3305,3194

Gracilinema caldarium,['635'],744872,Gracilinema caldarium DSM 7334,1,3239340,1476358,2934,2851

Ureaplasma felinum,['1076b'],42094,Ureaplasma diversum,1,973501,274417,778,742

Francisella hispaniensis,['429c'],622488,Francisella hispaniensis,1,1945310,628796,1889,1813

Rubinisphaera brasiliensis,"['J118', '607', '9']",756272,Rubinisphaera brasiliensis DSM 5305,1,6006602,3390645,4686,4599

Pseudomonas campi,"['1', '535']",2731681,Pseudomonas campi,1,4436925,2815275,4086,3985

Salicibibacter cibarius,['371'],2743000,Salicibibacter cibarius,1,4513310,2015602,4527,4349

Streptomyces lavendulocolor,"['J66', '84', '65', 'J58']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Rhodococcus daqingensis,"['535', '987', '65']",191292,Rhodococcus aetherivorans,3,6558029,4595790,5958,5805

Marinobacterium iners,"['J22', 'J7', 'J118', '514']",48076,Marinobacterium iners,1,4053293,2241919,3830,3696

Paenibacillus wenxiniae,['220'],171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009

Acetobacterium woodii,"['1560', '1622', '92', 'J469', '514c', '1203', '135', '514', '1271', '104c', '830', '104', 'J1150', '1203a', '1', '339', '1451', '535', '1609', '78', '704', 'J677', '110', '110a', '220', 'J1142', '390', '878', 'J1099', 'J26', '693']",931626,Acetobacterium woodii DSM 1030,1,4044777,1591140,3713,3600

Halomicrobium mukohataei,"['J168', '372']",485914,Halomicrobium mukohataei DSM 12286,2,3332349,2183712,3444,3331

Anaerostipes caccae,"['J14', 'J1130', '104']",105841,Anaerostipes caccae,1,3284789,1460386,3325,3221

Methanospirillum hungatei,"['119', '90', '1523', 'J242']",323259,Methanospirillum hungatei JF-1,1,3544738,1600415,3416,3323

Sulfurimicrobium lacus,['1277'],2715678,Sulfurimicrobium lacus,1,3826324,2303501,3757,3688

Pseudothermotoga elfii,['664'],1123383,Pseudothermotoga elfii DSM 9442 = NBRC 107921,1,2169860,840250,2153,2097

Sulfuritalea hydrogenivorans,['1304'],1223802,Sulfuritalea hydrogenivorans sk43H,1,3802648,2405837,3670,3584

Profundibacter amoris,"['J118', 'J41', '514']",2171755,Profundibacter amoris,1,3558757,2042074,3587,3498

Ornithobacterium rhinotracheale,"['535', '693']",1401325,Ornithobacterium rhinotracheale ORT-UMN 88,1,2397867,898128,2310,2231

Alkaliphilus oremlandii,['104b'],350688,Alkaliphilus oremlandii OhILAs,1,3123558,1132518,3086,2957

Desulfonatronobacter acetoxydans,['1166'],1561005,Acididesulfobacillus acetoxydans,1,4520225,2425453,4027,3871

Actinomyces catuli,"['215', '693']",2755559,Actinomyces capricornis,1,3170963,2259851,2582,2487

Brevibacillus marinus,['514'],2496837,Brevibacillus marinus,2,4079826,2291441,3915,3745

Metamycoplasma sualvi,['1076b'],92400,[Mycoplasma] anseris,1,750009,197942,657,614

Thermococcus siculi,['760'],72803,Thermococcus siculi,1,2029167,1115919,2191,2132

Archaeoglobus sulfaticallidus,"['1278', 'J621']",387631,Archaeoglobus sulfaticallidus PM70-1,1,2076931,898044,2315,2244

Methylomonas paludis,['1347'],1173101,Methylomonas paludis,1,3673651,1771723,3357,3265

Streptosporangium fenghuangense,"['252', '553', 'J51', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Vibrio aphrogenes,"['J118', '514']",1891186,Vibrio aphrogenes,2,3375144,1421872,3031,2895

Brevitalea aridisoli,['1426'],413882,Caldimonas brevitalea,1,6476147,4372306,5588,5462

Pseudoalteromonas mariniglutinosa,['514'],1315277,Pseudoalteromonas mariniglutinosa NCIMB 1770,2,5031620,2057246,4437,4271

Palaeococcus pacificus,"['J811', '377a']",1343739,Palaeococcus pacificus DY20341,1,1859370,800352,2032,1969

Spiroplasma syrphidicola,['1076b'],1276229,Spiroplasma syrphidicola EA-1,1,1107344,323356,1045,1005

Actinoplanes missouriensis,"['J42', '215', '84', '65']",512565,Actinoplanes missouriensis 431,1,8773466,6213639,8179,8020

Streptomyces nogalater,"['J66', 'J42', '84', '65', 'J58']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Campylobacter cuniculorum,['693'],1121267,Campylobacter cuniculorum DSM 23162 = LMG 24588,3,1937768,603839,1923,1847

Microbacterium insulae,"['J256', 'J26', '92']",936337,Microbacterium amylolyticum,2,2588344,1670013,2507,2381

Acidovorax carolinensis,"['1', '830']",553814,Acidovorax carolinensis,2,4058023,2602615,3822,3695

Streptosporangium shengliense,"['252', '553', '84', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Cellvibrio vulgaris,['1161'],155077,Cellvibrio japonicus,1,4576591,2379408,3691,3619

Actinomyces oralis,"['693', '104']",2755559,Actinomyces capricornis,1,3170963,2259851,2582,2487

Marinomonas dokdonensis,['514'],2773454,Marinomonas algicola,2,4490436,1871197,4119,3955

Diaphorobacter aerolatus,['1'],1288495,Diaphorobacter aerolatus,1,4948189,3074062,4842,3973

Thermocrinis ruber,['887'],75906,Thermocrinis ruber,1,1521037,687386,1675,1614

Kocuria aegyptia,"['J22', '514', '92']",446860,Kocuria flava,5,3638342,2689747,3305,3194

Desulfitobacterium dehalogenans,"['663', '720']",756499,Desulfitobacterium dehalogenans ATCC 51507,1,4321753,1943456,4239,4091

Deinococcus xinjiangensis,"['1484', '92']",1768108,Deinococcus actinosclerus,1,3264334,2304592,3298,3202

Duganella zoogloeoides,"['J22', '1', '215']",75659,Duganella zoogloeoides,1,6321842,4020926,5538,5380

Cyclobacterium marinum,"['J14', 'J84', '830', '63', '726', 'J83', '104', '78', '1', '514']",880070,Cyclobacterium marinum DSM 745,1,6221273,2373171,5001,4930

Pasteurella canis,"['215', '693']",753,Pasteurella canis,2,2219635,814377,2094,2008

Paenibacillus arcticus,"['J346', '830']",171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009

Clostridium vulturis,"['J14', '110']",84022,Clostridium aceticum,2,4207037,1484407,3986,3841

Desulfitispora elongata,['1166'],768066,Halomonas elongata DSM 2581,1,4061825,2583661,3806,3714

Bacteroides caecimuris,"['78', '693']",1796613,Bacteroides caecimuris,1,4839927,2062456,4064,3790

Xanthomonas dyei,"['1', '830']",743699,Xanthomonas dyei,1,5296643,3412502,4619,4296

Sphingomonas cynarae,"['J22', '1']",2759526,Sphingomonas aliaeris,3,4262007,2743796,4140,3832

Trueperella bialowiezensis,['693'],312285,Trueperella bialowiezensis,1,2043249,1218160,1861,1801

Streptomyces lacticiproducens,"['252', '65']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Streptomyces koyangensis,"['252', 'J66', 'J43', '84', '65']",188770,Streptomyces koyangensis,2,7001532,5130395,6073,5844

Methylocella silvestris,['1181'],395965,Methylocella silvestris BL2,1,4305430,2716010,3978,3842

Methanocorpusculum sinense,['1523'],410358,Methanocorpusculum labreanum Z,1,1804962,902600,1874,1799

Streptococcus cameli,['92'],1311,Streptococcus agalactiae,2,2079123,742893,2078,1873

Bermanella marisrubri,['514c'],207949,Bermanella marisrubri,2,3550395,1560857,3304,3235

Caldimicrobium rimae,['778b'],1653476,Caldimicrobium thiodismutans,1,1814952,695056,1820,1762

Lysobacter koreensis,['830'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280

Streptosporangium algeriense,"['535', '65']",479432,Streptosporangium roseum DSM 43021,2,10369518,7348162,9306,9095

Rhizobium etli,"['92', '98', 'J254', '693']",29449,Rhizobium etli,6,6756853,4124556,6552,6207

Octadecabacter antarcticus,['514'],391626,Octadecabacter antarcticus 307,2,4875481,2662795,5079,4505

Sphingopyxis,['J22'],317655,Sphingopyxis alaskensis RB2256,2,3373713,2208369,3315,3225

Agromyces,"['J475', 'J26']",2781962,Agromyces archimandritae,1,3453307,2460710,3207,3103

Marinicauda algicola,['J118'],2029849,Marinicauda algicola,1,3424851,2336871,3372,3310

Hymenobacter koreensis,['J346'],2932251,Hymenobacter aerilatus,3,5279535,2986633,4455,4376

Tenacibaculum,['J118'],584609,Tenacibaculum jejuense,1,4614879,1398627,4076,3992

Streptomyces nigrogriseolus,['J42'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Nitrosococcus halophilus,['J1056'],472759,Nitrosococcus halophilus Nc 4,2,4145260,2139198,3963,3846

Sphingobium,"['J22', 'J842', 'J12', 'J75']",135719,Sphingobium amiense,7,4773922,3085449,4668,4532

Albirhodobacter marinus,"['J74', 'J75']",7757,Petromyzon marinus,87,1028399038,488425748,22167,17580

Spirosoma radiotolerans,['J346'],1379870,Spirosoma radiotolerans,1,7029352,3477577,5750,5682

Actinoplanes yunnanensis,['J61'],113562,Actinoplanes derwentensis,1,10654181,7389406,9589,9358

Spirosoma montaniterrae,"['J74', 'J346']",1178516,Spirosoma montaniterrae,1,5797678,3055243,5031,4945

Lactobacillus,"['J14', 'J84', 'J22', 'J574', 'J30', 'J20', 'J12', 'J21', 'J75', 'J118', 'J2', 'J13', 'J25', 'J708']",1600,Lactobacillus acetotolerans,1,1683905,614638,1662,1544

Halostagnicola bangensis,['J306'],797299,Halostagnicola larsenii XH-48,5,4131176,2515796,4095,3947

Pseudomonas,"['J74', 'J22', 'J842', 'J346', 'J27', 'J12', 'J118', 'J75', 'J443']",1302376,Candidatus Pseudomonas adelgestsugas,1,1835598,724492,904,820

Vibrio,"['J22', 'J7', 'J41', 'J832', 'J118']",92172,Vibrio aerogenes,3,5368019,2454604,4713,4532

Methanobacterium,"['J198', 'J1186']",2731220,Methanobacterium alkalithermotolerans,1,2187077,795050,2195,2140

Achromobacter,"['J22', 'J346', 'J27', 'J12', 'J443']",32002,Achromobacter denitrificans,1,6736877,4552394,6272,6171

Streptomyces,"['J14', 'J60', 'J48', 'J50', 'J599', 'J346', 'J66', 'J45', 'J52', 'J42', 'J28', 'J43', 'J61', 'J49', 'J44', 'J443', 'J58']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Leuconostoc,['J13'],1252,Leuconostoc carnosum,3,1701333,635459,1733,1640

Hymenobacter swuensis,['J74'],1227739,Hymenobacter swuensis DY53,4,5252070,3131507,4508,4431

Mucilaginibacter,['J346'],2305508,Mucilaginibacter celer,1,7149106,3140964,5973,5895

Alteromonas tagae,['J118'],589873,Alteromonas australica,1,4308833,1935971,3766,3672

Caulobacter daechungensis,['J346'],1679497,Caulobacter flavus,1,5659202,3919110,5241,5102

Humibacter soli,['J475'],2599293,Humibacter ginsenosidimutans,1,4183638,2855835,3869,3720

Agarivorans albus,['J118'],182262,Agarivorans albus,1,4792255,2120220,4343,4213

Amycolatopsis,"['J57', 'J28', 'J61', 'J346', 'J43', 'J118', 'J75']",715473,Amycolatopsis acidiphila,1,8183622,5762860,8091,7843

Lysobacter panacihumi,['J27'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280

Nonlabens spongiae,['J118'],331648,Nonlabens spongiae,2,3393335,1370355,3128,3065

Pasteurella,['J22'],2827233,Pasteurella atlantica,1,2223678,765067,2039,1946

Deinococcus,['J22'],1768108,Deinococcus actinosclerus,1,3264334,2304592,3298,3202

Rhodococcus,"['J475', 'J22', 'J57', 'J346', 'J443', 'J42', 'J43', 'J118', 'J75', 'J44', 'J26']",191292,Rhodococcus aetherivorans,3,6558029,4595790,5958,5805

Dietzia,"['J22', 'J26']",546160,Dietzia lutea,4,3911842,2773448,3685,3531

Streptococcus,"['J27', 'J141', 'J70']",1311,Streptococcus agalactiae,2,2079123,742893,2078,1873

Acinetobacter,"['J22', 'J346', 'J27', 'J75', 'J443']",470,Acinetobacter baumannii,2,3980230,1551782,3736,3599

Pandoraea,['J346'],93218,Pandoraea apista,2,5571260,3489455,5054,4913

Marinobacter,['J118'],1033846,Marinobacter adhaerens,1,4420856,2527121,4150,4065

Lysobacter terricola,['J346'],2591633,Lysobacter alkalisoli,1,3857091,2567288,3432,3280

Niabella terrae,['J346'],1176587,Niabella ginsenosidivorans,1,5627734,2503439,4647,4585

Flavobacterium knui,['J346'],3003257,Flavobacterium aestivum,1,4580707,1536380,3938,3850

Nocardioides echinoideorum,['J26'],2712223,Nocardioides anomalus,1,5120341,3753287,5154,5047

Paenibacillus,"['J475', 'J74', 'J22', 'J28', 'J790', 'J42', 'J181', 'J443']",171404,Paenibacillus agaridevorans,1,9041977,4657555,7196,7009

Intrasporangium,['J443'],710696,Intrasporangium calvum DSM 43043,1,4024382,2845385,3703,3603

Thermoproteus,['J578'],768679,Thermoproteus tenax Kra 1,1,1841542,1015210,2125,2054

Lysobacter lycopersici,['J346'],1324796,Lysobacter lycopersici,1,2596173,1737352,2562,2482

Hymenobacter segetis,['J346'],2932251,Hymenobacter aerilatus,3,5279535,2986633,4455,4376

Nocardioides vastitatis,['J43'],2712223,Nocardioides anomalus,1,5120341,3753287,5154,5047

Gallibacterium,['J22'],505341,Gallibacterium salpingitidis,1,2839612,1067880,2728,2611

Sphingobacterium terrae,['J346'],662858,Sphingobacterium bambusae,1,5561552,2470783,4623,4526

Caldalkalibacillus thermarum,['J557'],986075,Caldalkalibacillus thermarum TA2.A1,1,3344914,1592742,3483,3167

Helicobacter delphinicola,['J256'],382638,Helicobacter acinonychis str. Sheeba,2,1557588,594516,1536,1377

Pseudomonas pavonaceae,['J22'],1302376,Candidatus Pseudomonas adelgestsugas,1,1835598,724492,904,820

Aureimonas ferruginea,"['J74', 'J75']",2758041,Aureimonas mangrovi,1,3485124,2328354,3390,3295

Planococcus antioxidans,['J475'],1185653,Planococcus antarcticus DSM 14505,3,3804624,1642831,3774,3568

Shewanella psychromarinicola,['J118'],2487742,Shewanella psychromarinicola,1,5134949,2164497,4469,4209

Altererythrobacter terrae,['J346'],361183,Altererythrobacter epoxidivorans,1,2786256,1713623,2788,2736

Mycobacterium,['J386'],2943498,Candidatus Mycobacterium methanotrophicum,2,5002371,3287246,5221,4430

Streptomyces miharaensis,"['J50', 'J42']",2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Pedobacter,"['J346', 'J74', 'J75']",2605747,Pedobacter aquae,1,3854044,1343823,3495,3360

Mogibacterium diversum,"['J14', 'J1099']",114527,Mogibacterium diversum,1,1815831,743711,1731,1672

Arthrobacter gyeryongensis,['J475'],37921,Arthrobacter agilis,4,3786308,2575820,3570,3488

Haloplanus rubicundus,['J402'],1547898,Haloplanus rubicundus,3,3529327,2347582,3695,3563

Psychrosphaera aestuarii,['J118'],1266052,Psychrosphaera aestuarii,1,3049778,1208721,2797,2687

Lentilactobacillus,"['J14', 'J84', 'J292', 'J41', 'J13']",1581,Lentilactobacillus buchneri,2,2537205,1127352,2463,2351

Microbulbifer echini,['J118'],260552,Microbulbifer agarilyticus,1,4255625,2359341,3541,3465

Bordetella tumulicola,['J22'],360910,Bordetella avium 197N,1,3732255,2298419,3446,3333

Blautia argi,['J14'],1912897,Blautia argi,1,3297975,1381209,3222,2946

Streptomyces argillaceus,['J42'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Moritella,['J118'],1202962,Moritella marina ATCC 15381,2,4760425,1937250,4294,4070

Moritella yayanosii,['J41'],69539,Moritella yayanosii,1,4433651,1826835,4140,3871

Mycolicibacterium nivoides,['J386'],2487344,Mycolicibacterium nivoides,1,6905961,4596136,6720,6564

Herbaspirillum robiniae,['J840'],2014887,Herbaspirillum robiniae,1,5445269,3544693,4940,4848

Siansivirga zeaxanthinifaciens,['J118'],1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1,1,3303986,1107957,2889,2809

Brevibacterium profundi,['J475'],2697563,Brevibacterium atlanticum,1,4156794,2719264,3698,3605

Dyella agri,['J346'],1849581,Dyella caseinilytica,1,4812204,2866516,4209,4142

Trabulsiella,['J27'],379893,Trabulsiella odontotermitis,2,4702252,2570468,4478,4281

Microbacterium,"['J475', 'J22', 'J166', 'J557', 'J26', 'J28', 'J30', 'J75', 'J25']",936337,Microbacterium amylolyticum,2,2588344,1670013,2507,2381

Thermoanaerobacter,['J112'],509193,Thermoanaerobacter brockii subsp. finnii Ako-1,1,2344824,809055,2395,2274

Massilia,"['J346', 'J22']",2765360,Massilia antarctica,1,7432405,4740518,6517,6314

Emticicia sediminis,['J346'],929562,Emticicia oligotrophica DSM 17448,6,5220361,1857564,4329,4271

Psychromonas kaikoae,['J41'],357804,Psychromonas ingrahamii 37,1,4559598,1827773,3926,3720

Paenibacillus lutimineralis,"['J475', 'J28', 'J22']",2707005,Paenibacillus lutimineralis,1,6497679,3016229,5852,5625

Hymenobacter antarcticus,['J346'],2932251,Hymenobacter aerilatus,3,5279535,2986633,4455,4376

Cryobacterium soli,['J475'],2220095,Cryobacterium soli,1,4385465,3000184,4088,3999

Pseudoalteromonas nigrifaciens,['J118'],28109,Pseudoalteromonas nigrifaciens,3,4274777,1717306,3964,3766

Rhodanobacter ginsengiterrae,['J27'],666685,Rhodanobacter denitrificans,2,4134749,2795932,3824,3725

Streptomyces flavorectus,['J42'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Tenacibaculum todarodis,['J118'],1850252,Tenacibaculum todarodis,1,3019213,927721,2738,2679

Thermococcus,['J280'],2598455,Thermococcus aciditolerans,1,2165038,1190239,2413,2333

Pedobacter lotistagni,['J346'],2605747,Pedobacter aquae,1,3854044,1343823,3495,3360

Tetragenococcus halophilus,"['J72', 'J74', 'J22', 'J69', 'J7', 'J28', 'J12', 'J43', 'J509', 'J75', 'J257', 'J26']",51669,Tetragenococcus halophilus,1,2389470,859952,2347,2203

Streptomyces albus,"['J66', 'J43']",1888,Streptomyces albus,2,8033415,5833916,6759,6528

Natronococcus,['J167'],694430,Natronococcus occultus SP4,3,4314118,2789666,4365,4203

Qipengyuania sediminis,['J346'],1532023,Qipengyuania sediminis,1,2416000,1612714,2390,2329

Salinimicrobium,['J118'],2809707,Salinimicrobium tongyeongense,1,3509958,1509744,3117,3027

Roseburia,['J465'],301301,Roseburia hominis,1,3592125,1742067,3347,3210

Halorubrum gandharaense,['J906'],337243,Halorubrum ezzemoulense,3,3726301,2475770,3748,3542

Loigolactobacillus coryniformis,['J13'],913848,Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001,1,2951508,1272707,2855,2717

Mucilaginibacter gynuensis,['J346'],2305508,Mucilaginibacter celer,1,7149106,3140964,5973,5895

Actinomyces wuliandei,['J14'],2057743,Actinomyces wuliandei,1,3107761,2155999,2600,2482

Flavobacterium sediminis,['J118'],2201181,Flavobacterium sediminis,1,3441304,1211896,3240,3060

Streptomyces ogaensis,['J51'],2865673,Streptomyces akebiae,2,10549378,7476568,9124,8717

Kangiella marina,['J118'],914150,Kangiella geojedonensis,1,2495242,1092320,2329,2266

Sphingobacterium mucilaginosum,['J346'],662858,Sphingobacterium bambusae,1,5561552,2470783,4623,4526

Pontibacter rugosus,['J443'],323450,Pontibacter actiniarum,2,4974797,2644538,4350,4267

Haloarcula,"['J168', 'J307']",634497,Haloarcula hispanica ATCC 33960,3,3890005,2429489,3928,3825

Gluconobacter albidus,['J598'],318683,Gluconobacter albidus,2,3369297,2004214,3141,3018

Cohnella ferri,['J75'],2507935,Cohnella abietis,1,7059027,3164893,6214,6058

Nitrosophilus alvini,['J1019'],2714855,Nitrosophilus alvini,1,1807889,682133,1834,1779

Gryllotalpicola koreensis,['J26'],2419771,Gryllotalpicola protaetiae,2,3677803,2543997,3625,3543

Kushneria konosiri,"['J118', 'J41']",698828,Kushneria konosiri,1,3584631,2118687,3306,3198

Methanococcoides,['J1048'],259564,Methanococcoides burtonii DSM 6242,1,2575032,1049534,2627,2479
